game_id,point_uid,team_line,player,touches,throws,completions,assists,secondary_assists,goals,turnovers,blocks,pulls,yards_gain_m,score_diff_start,point_result,num_possessions,clean_hold,hold,broken,break_scored,break_chance,hucks,swings,dumps
Blok Choy,Blok Choy_P06,O,Kaylee,2,1,1,0,0,0,0,0,0,5.3,-1,0,2,0,0,1,0,0,0,0,1
Blok Choy,Blok Choy_P08,D,Kaylee,5,2,1,0,0,1,1,0,0,45.34,-1,1,5,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P11,D,Kaylee,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P13,O,Kaylee,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P15,O,Kaylee,4,2,2,1,0,0,0,0,0,16.91,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P01,D,Avery Qi,2,1,1,0,0,0,0,0,0,-5.15,0,1,4,0,0,0,1,1,0,0,1
Blok Choy,Blok Choy_P05,D,Avery Qi,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P07,O,Avery Qi,0,0,0,0,0,0,0,0,0,0.0,-2,1,2,0,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P08,D,Avery Qi,6,3,3,0,0,0,0,0,0,10.1,-1,1,5,0,0,0,1,1,0,0,2
Blok Choy,Blok Choy_P10,D,Avery Qi,0,0,0,0,0,0,0,0,0,0.0,1,1,2,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P12,O,Avery Qi,1,1,1,0,0,0,0,0,0,-4.58,1,0,4,0,0,1,0,0,0,1,0
Blok Choy,Blok Choy_P15,O,Avery Qi,3,1,1,0,0,1,0,0,0,9.02,0,1,1,1,1,0,0,0,0,0,1
Blok Choy,Blok Choy_P02,D,Leo,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P04,O,Leo,8,4,3,1,0,0,1,0,0,86.19,-1,1,5,0,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P06,O,Leo,0,0,0,0,0,0,0,0,0,0.0,-1,0,2,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P08,D,Leo,5,3,3,0,0,0,0,1,0,43.26,-1,1,5,0,0,0,1,1,0,0,1
Blok Choy,Blok Choy_P10,D,Leo,6,3,2,1,0,0,1,0,0,79.62,1,1,2,0,0,0,1,1,0,0,1
Blok Choy,Blok Choy_P13,O,Leo,3,1,1,0,1,1,0,0,0,45.7,0,1,1,1,1,0,0,0,0,0,1
Blok Choy,Blok Choy_P14,D,Leo,2,1,1,0,0,0,0,0,0,27.46,1,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P01,D,Luo Wei,0,0,0,0,0,0,0,0,0,0.0,0,1,4,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P05,D,Luo Wei,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P07,O,Luo Wei,2,1,1,0,0,0,0,0,0,13.04,-2,1,2,0,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P11,D,Luo Wei,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P14,D,Luo Wei,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P16,O,Luo Wei,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P02,D,SA,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P04,O,SA,6,4,4,0,0,0,0,0,0,28.12,-1,1,5,0,1,0,0,0,0,1,0
Blok Choy,Blok Choy_P06,O,SA,3,2,1,0,0,0,1,0,0,18.75,-1,0,2,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P08,D,SA,7,5,3,0,1,0,2,0,0,31.2,-1,1,5,0,0,0,1,1,0,0,1
Blok Choy,Blok Choy_P12,O,SA,4,2,2,0,0,0,0,0,0,39.63,1,0,4,0,0,1,0,0,0,0,1
Blok Choy,Blok Choy_P16,O,SA,3,2,2,0,0,0,0,0,0,10.34,1,0,1,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P02,D,Albert Kwek,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P04,O,Albert Kwek,11,7,5,0,0,0,2,0,0,48.4,-1,1,5,0,1,0,0,0,0,1,0
Blok Choy,Blok Choy_P07,O,Albert Kwek,10,5,4,1,0,0,1,0,0,89.86,-2,1,2,0,1,0,0,0,1,0,1
Blok Choy,Blok Choy_P09,D,Albert Kwek,10,6,6,0,0,0,0,0,0,43.45,0,1,2,0,0,0,1,1,0,2,0
Blok Choy,Blok Choy_P12,O,Albert Kwek,4,3,2,0,0,0,1,2,0,23.91,1,0,4,0,0,1,0,0,0,0,1
Blok Choy,Blok Choy_P16,O,Albert Kwek,6,3,2,0,0,0,1,0,0,54.66,1,0,1,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P01,D,Taozi,0,0,0,0,0,0,0,0,0,0.0,0,1,4,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P05,D,Taozi,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P07,O,Taozi,1,0,0,0,0,1,0,0,0,43.35,-2,1,2,0,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P09,D,Taozi,4,2,2,0,0,0,0,1,0,34.9,0,1,2,0,0,0,1,1,0,1,0
Blok Choy,Blok Choy_P13,O,Taozi,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P16,O,Taozi,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P02,D,Olivia ,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P06,O,Olivia ,0,0,0,0,0,0,0,0,0,0.0,-1,0,2,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P09,D,Olivia ,8,4,4,0,1,0,0,0,0,43.05,0,1,2,0,0,0,1,1,0,0,2
Blok Choy,Blok Choy_P12,O,Olivia ,0,0,0,0,0,0,0,0,0,0.0,1,0,4,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P15,O,Olivia ,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P16,O,Olivia ,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P01,D,JF,3,1,1,0,0,1,0,0,0,30.06,0,1,4,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P05,D,JF,2,1,1,0,0,0,0,0,0,6.62,0,0,1,0,0,0,0,1,0,0,1
Blok Choy,Blok Choy_P08,D,JF,8,4,3,1,0,0,1,0,0,96.99,-1,1,5,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P10,D,JF,5,2,2,0,0,1,0,0,0,71.42,1,1,2,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P14,D,JF,3,2,1,0,0,0,1,0,0,57.36,1,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P04,O,Chris,20,10,9,0,1,0,1,0,0,118.29,-1,1,5,0,1,0,0,0,0,1,1
Blok Choy,Blok Choy_P07,O,Chris,4,3,3,0,0,0,0,0,0,-0.05,-2,1,2,0,1,0,0,0,0,1,1
Blok Choy,Blok Choy_P10,D,Chris,6,4,4,0,1,0,0,0,0,53.03,1,1,2,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P13,O,Chris,3,2,2,0,0,0,0,0,0,50.99,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P15,O,Chris,6,3,3,0,0,0,0,0,0,37.75,0,1,1,1,1,0,0,0,0,1,0
Blok Choy,Blok Choy_P03,O,Gordon,2,1,0,0,0,0,1,0,0,23.28,0,0,2,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P06,O,Gordon,3,2,2,0,0,0,0,0,0,14.52,-1,0,2,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P09,D,Gordon,6,3,2,0,0,0,1,0,0,24.81,0,1,2,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P12,O,Gordon,9,5,3,0,0,0,2,0,0,97.81,1,0,4,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P15,O,Gordon,3,2,2,0,1,0,0,0,0,18.19,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P01,D,Lina,0,0,0,0,0,0,0,0,0,0.0,0,1,4,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P04,O,Lina,0,0,0,0,0,0,0,0,0,0.0,-1,1,5,0,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P08,D,Lina,0,0,0,0,0,0,0,0,0,0.0,-1,1,5,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P10,D,Lina,0,0,0,0,0,0,0,0,0,0.0,1,1,2,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P14,D,Lina,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P02,D,Sky,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P04,O,Sky,0,0,0,0,0,0,0,0,0,0.0,-1,1,5,0,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P11,D,Sky,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P13,O,Sky,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P15,O,Sky,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P02,D,Wayne Wang,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P06,O,Wayne Wang,2,1,0,0,0,0,1,0,0,8.2,-1,0,2,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P11,D,Wayne Wang,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P14,D,Wayne Wang,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P05,D,++1,2,1,1,0,0,0,0,0,0,-12.28,0,0,1,0,0,0,0,1,0,0,1
Blok Choy,Blok Choy_P07,O,++1,0,0,0,0,0,0,0,0,0,0.0,-2,1,2,0,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P11,D,++1,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P14,D,++1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0
Blok Choy,Blok Choy_P03,O,Shellz,4,2,2,0,0,0,0,0,0,4.89,0,0,2,0,0,1,0,0,0,0,1
Blok Choy,Blok Choy_P06,O,Shellz,0,0,0,0,0,0,0,0,0,0.0,-1,0,2,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P10,D,Shellz,2,1,1,0,0,0,0,0,0,15.59,1,1,2,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P03,O,Mini,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0
Blok Choy,Blok Choy_P09,D,Mini,0,0,0,0,0,0,0,0,0,0.0,0,1,2,0,0,0,1,1,0,0,0
Blok Choy,Blok Choy_P12,O,Mini,4,2,1,0,0,0,1,0,0,31.28,1,0,4,0,0,1,0,0,0,0,1
Blok Choy,Blok Choy_P03,O,TARA,2,1,1,0,0,0,0,0,0,2.55,0,0,2,0,0,1,0,0,0,0,1
Blok Choy,Blok Choy_P13,O,TARA,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,0,0,0,0,0,0
Blok Choy,Blok Choy_P09,D,DJJ,9,4,4,0,0,1,0,0,0,47.38,0,1,2,0,0,0,1,1,0,0,3
Blok Choy,Blok Choy_P11,D,DJJ,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0
Blok Choy,Blok Choy_P03,O,Wenyu Zhu,2,1,1,0,0,0,0,0,0,1.88,0,0,2,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P03,O,Leo,1,1,1,0,0,0,0,0,0,0.25,-2,0,3,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P04,O,Leo,0,0,0,0,0,0,0,0,0,0.0,-3,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P05,O,Leo,0,0,0,0,0,0,0,0,0,0.0,-4,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P06,O,Leo,3,1,1,0,0,1,0,0,0,42.06,-5,1,1,1,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P08,O,Leo,1,0,0,0,0,1,0,0,0,28.9,-5,1,1,1,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P09,D,Leo,3,1,0,0,0,1,1,0,0,35.87,-4,1,2,0,0,0,1,1,0,0,0
Cookit Cutters,Cookit Cutters_P11,D,Leo,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P12,O,Leo,3,1,1,0,0,1,0,0,0,29.09,-5,1,5,0,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P14,O,Leo,0,0,0,0,0,0,0,0,0,0.0,-5,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P15,O,Leo,5,3,2,0,0,0,1,1,0,59.38,-6,0,3,0,0,1,0,0,0,0,1
Cookit Cutters,Cookit Cutters_P18,O,Leo,1,1,1,1,0,0,0,1,0,26.32,-9,1,2,0,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P01,O,JF,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P02,O,JF,18,9,7,0,0,0,2,0,0,125.43,-1,0,5,0,0,1,0,0,1,1,1
Cookit Cutters,Cookit Cutters_P03,O,JF,3,2,2,0,0,0,0,1,0,18.21,-2,0,3,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P06,O,JF,6,3,3,1,0,0,0,0,0,65.86,-5,1,1,1,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P07,D,JF,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P09,D,JF,2,2,2,1,0,0,0,0,0,21.03,-4,1,2,0,0,0,1,1,0,0,0
Cookit Cutters,Cookit Cutters_P10,D,JF,19,12,8,0,0,0,4,3,0,141.51,-3,0,9,0,0,0,0,1,0,0,0
Cookit Cutters,Cookit Cutters_P11,D,JF,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P12,O,JF,9,6,4,1,0,0,2,1,0,85.95,-5,1,5,0,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P16,O,JF,1,1,1,0,0,0,0,0,0,-2.18,-7,0,2,0,0,1,0,0,0,0,1
Cookit Cutters,Cookit Cutters_P19,D,JF,4,2,1,0,0,0,1,0,0,45.27,-8,1,3,0,0,0,1,1,0,1,0
Cookit Cutters,Cookit Cutters_P01,O,Avery Qi,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P03,O,Avery Qi,2,1,1,0,0,0,0,0,0,3.66,-2,0,3,0,0,1,0,0,0,0,1
Cookit Cutters,Cookit Cutters_P05,O,Avery Qi,4,2,1,0,0,0,1,0,0,22.17,-4,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P07,D,Avery Qi,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P09,D,Avery Qi,0,0,0,0,0,0,0,0,0,0.0,-4,1,2,0,0,0,1,1,0,0,0
Cookit Cutters,Cookit Cutters_P10,D,Avery Qi,8,4,3,0,0,0,1,0,0,47.55,-3,0,9,0,0,0,0,1,0,0,1
Cookit Cutters,Cookit Cutters_P13,D,Avery Qi,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P14,O,Avery Qi,6,3,3,0,0,0,0,0,0,9.5,-5,0,1,0,0,1,0,0,0,0,1
Cookit Cutters,Cookit Cutters_P16,O,Avery Qi,2,1,1,0,0,0,0,0,0,16.92,-7,0,2,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P17,O,Avery Qi,1,1,1,0,0,0,0,0,0,6.58,-8,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P03,O,Olivia ,2,1,0,0,0,0,1,0,0,8.21,-2,0,3,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P06,O,Olivia ,0,0,0,0,0,0,0,0,0,0.0,-5,1,1,1,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P07,D,Olivia ,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P09,D,Olivia ,0,0,0,0,0,0,0,0,0,0.0,-4,1,2,0,0,0,1,1,0,0,0
Cookit Cutters,Cookit Cutters_P11,D,Olivia ,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P12,O,Olivia ,0,0,0,0,0,0,0,0,0,0.0,-5,1,5,0,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P14,O,Olivia ,2,1,1,0,0,0,0,0,0,9.3,-5,0,1,0,0,1,0,0,0,0,1
Cookit Cutters,Cookit Cutters_P16,O,Olivia ,0,0,0,0,0,0,0,0,0,0.0,-7,0,2,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P18,O,Olivia ,0,0,0,0,0,0,0,0,0,0.0,-9,1,2,0,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P19,D,Olivia ,0,0,0,0,0,0,0,1,0,0.0,-8,1,3,0,0,0,1,1,0,0,0
Cookit Cutters,Cookit Cutters_P01,O,Albert Kwek,1,1,1,0,0,0,0,0,0,10.39,0,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P02,O,Albert Kwek,11,7,6,0,0,0,1,0,0,-0.25,-1,0,5,0,0,1,0,0,0,2,1
Cookit Cutters,Cookit Cutters_P04,O,Albert Kwek,1,1,1,0,0,0,0,0,0,2.72,-3,0,1,0,0,1,0,0,0,1,0
Cookit Cutters,Cookit Cutters_P05,O,Albert Kwek,3,2,2,0,0,0,0,0,0,11.18,-4,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P08,O,Albert Kwek,4,2,2,1,0,0,0,0,0,50.02,-5,1,1,1,1,0,0,0,0,0,1
Cookit Cutters,Cookit Cutters_P11,D,Albert Kwek,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P12,O,Albert Kwek,10,6,4,0,1,0,2,0,0,85.35,-5,1,5,0,1,0,0,0,0,1,1
Cookit Cutters,Cookit Cutters_P15,O,Albert Kwek,9,5,5,0,0,0,0,0,0,-0.49,-6,0,3,0,0,1,0,0,0,2,2
Cookit Cutters,Cookit Cutters_P17,O,Albert Kwek,2,1,1,0,0,0,0,0,0,10.54,-8,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P19,D,Albert Kwek,3,1,1,0,0,1,0,0,0,44.48,-8,1,3,0,0,0,1,1,0,0,1
Cookit Cutters,Cookit Cutters_P01,O,Gary Gong,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P03,O,Gary Gong,2,1,1,0,0,0,0,0,0,15.34,-2,0,3,0,0,1,0,0,0,0,1
Cookit Cutters,Cookit Cutters_P04,O,Gary Gong,0,0,0,0,0,0,0,0,0,0.0,-3,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P05,O,Gary Gong,0,0,0,0,0,0,0,0,0,0.0,-4,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P07,D,Gary Gong,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P10,D,Gary Gong,6,3,3,0,0,0,0,0,0,33.6,-3,0,9,0,0,0,0,1,0,0,2
Cookit Cutters,Cookit Cutters_P13,D,Gary Gong,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P15,O,Gary Gong,2,1,1,0,0,0,0,0,0,24.05,-6,0,3,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P17,O,Gary Gong,0,0,0,0,0,0,0,0,0,0.0,-8,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P20,D,Gary Gong,3,2,2,0,0,0,0,1,0,8.66,-7,0,1,0,0,0,0,1,0,0,1
Cookit Cutters,Cookit Cutters_P02,O,++1,5,3,2,0,0,0,1,0,0,7.72,-1,0,5,0,0,1,0,0,0,0,1
Cookit Cutters,Cookit Cutters_P06,O,++1,0,0,0,0,0,0,0,0,0,0.0,-5,1,1,1,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P07,D,++1,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P09,D,++1,2,1,1,0,0,0,0,0,0,18.65,-4,1,2,0,0,0,1,1,0,0,0
Cookit Cutters,Cookit Cutters_P11,D,++1,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P13,D,++1,0,0,0,0,0,0,0,0,0,0.0,-4,0,0,0,0,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P16,O,++1,0,0,0,0,0,0,0,0,0,0.0,-7,0,2,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P17,O,++1,0,0,0,0,0,0,0,0,0,0.0,-8,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P20,D,++1,0,0,0,0,0,0,0,0,0,0.0,-7,0,1,0,0,0,0,1,0,0,0
Cookit Cutters,Cookit Cutters_P03,O,Kaylee,4,2,0,0,0,0,2,0,0,27.56,-2,0,3,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P05,O,Kaylee,0,0,0,0,0,0,0,0,0,0.0,-4,0,1,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P08,O,Kaylee,2,1,1,0,1,0,0,0,0,9.8,-5,1,1,1,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P09,D,Kaylee,0,0,0,0,0,0,0,0,0,0.0,-4,1,2,0,0,0,1,1,0,0,0
Cookit Cutters,Cookit Cutters_P10,D,Kaylee,11,6,5,0,0,0,1,0,0,34.98,-3,0,9,0,0,0,0,1,0,0,1
Cookit Cutters,Cookit Cutters_P12,O,Kaylee,0,0,0,0,0,0,0,0,0,0.0,-5,1,5,0,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P15,O,Kaylee,6,3,2,0,0,0,1,0,0,44.53,-6,0,3,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P18,O,Kaylee,2,1,0,0,0,0,1,0,0,27.16,-9,1,2,0,1,0,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P19,D,Kaylee,2,1,1,0,1,0,0,0,0,19.94,-8,1,3,0,0,0,1,1,0,0,0
Cookit Cutters,Cookit Cutters_P03,O,Chris,1,1,1,0,0,0,0,0,0,12.02,-2,0,3,0,0,1,0,0,0,0,0
Cookit Cutters,Cookit Cutters_P06,O,Chris,1,1,1,0,0,0,0,0,0,5.84,-5,1,1,1,1,0,0,0,0,0,0
